Beef,dd_itakura_0.8,LassoSVC,0.7,0.85
Beef,dd_sakoe_chiba_0.6,LassoSVC,0.63333,0.908
Beef,dd_sakoe_chiba_0.8,LassoSVC,0.71667,0.796
Beef,dd_dtw_0.6,Tree,0.56667,0.433
Beef,dd_dtw_0.8,Tree,0.6,0.471
Beef,dd_fdtw_0.6,Tree,0.53333,0.433
Beef,dd_fdtw_0.8,Tree,0.56667,0.429
Beef,dd_itakura_0.6,Tree,0.53333,0.446
Beef,dd_itakura_0.8,Tree,0.58333,0.462
Beef,dd_sakoe_chiba_0.6,Tree,0.65,0.454
Beef,dd_sakoe_chiba_0.8,Tree,0.55,0.442
OliveOil,dd_dtw_0.6,Random_10,0.58333,0.104
OliveOil,dd_dtw_0.8,Random_10,0.46667,0.104
OliveOil,dd_fdtw_0.6,Random_10,0.81667,0.104
OliveOil,dd_fdtw_0.8,Random_10,0.81667,0.104
OliveOil,dd_itakura_0.6,Random_10,0.58333,0.104
OliveOil,dd_itakura_0.8,Random_10,0.46667,0.104
OliveOil,dd_sakoe_chiba_0.6,Random_10,0.58333,0.104
OliveOil,dd_sakoe_chiba_0.8,Random_10,0.46667,0.104
OliveOil,dd_dtw_0.6,Random_50,0.7,0.5
OliveOil,dd_dtw_0.8,Random_50,0.66667,0.5
OliveOil,dd_fdtw_0.6,Random_50,0.88333,0.5
OliveOil,dd_fdtw_0.8,Random_50,0.88333,0.5
OliveOil,dd_itakura_0.6,Random_50,0.7,0.5
OliveOil,dd_itakura_0.8,Random_50,0.66667,0.5
OliveOil,dd_sakoe_chiba_0.6,Random_50,0.7,0.5
OliveOil,dd_sakoe_chiba_0.8,Random_50,0.66667,0.5
OliveOil,dd_dtw_0.6,Random_30,0.68333,0.312
OliveOil,dd_dtw_0.8,Random_30,0.63333,0.312
OliveOil,dd_fdtw_0.6,Random_30,0.88333,0.312
OliveOil,dd_fdtw_0.8,Random_30,0.88333,0.312
OliveOil,dd_itakura_0.6,Random_30,0.68333,0.312
OliveOil,dd_itakura_0.8,Random_30,0.63333,0.312
OliveOil,dd_sakoe_chiba_0.6,Random_30,0.68333,0.312
OliveOil,dd_sakoe_chiba_0.8,Random_30,0.63333,0.312
OliveOil,dd_dtw_0.6,LassoSVC,0.63333,0.246
OliveOil,dd_dtw_0.8,LassoSVC,0.61667,0.225
OliveOil,dd_fdtw_0.6,LassoSVC,0.91667,0.829
OliveOil,dd_fdtw_0.8,LassoSVC,0.9,0.825
OliveOil,dd_itakura_0.6,LassoSVC,0.63333,0.242
OliveOil,dd_itakura_0.8,LassoSVC,0.63333,0.225
OliveOil,dd_sakoe_chiba_0.6,LassoSVC,0.63333,0.246
OliveOil,dd_sakoe_chiba_0.8,LassoSVC,0.61667,0.225
OliveOil,dd_dtw_0.6,Tree,0.71667,0.463
OliveOil,dd_dtw_0.8,Tree,0.63333,0.463
OliveOil,dd_fdtw_0.6,Tree,0.86667,0.471
OliveOil,dd_fdtw_0.8,Tree,0.88333,0.458
OliveOil,dd_itakura_0.6,Tree,0.71667,0.467
OliveOil,dd_itakura_0.8,Tree,0.63333,0.446
OliveOil,dd_sakoe_chiba_0.6,Tree,0.71667,0.463
OliveOil,dd_sakoe_chiba_0.8,Tree,0.63333,0.463
Wine,dd_dtw_0.6,Random_10,0.43202,0.101
Wine,dd_dtw_0.8,Random_10,0.42332,0.101
Wine,dd_fdtw_0.6,Random_10,0.54901,0.101
Wine,dd_fdtw_0.8,Random_10,0.5498,0.101
Wine,dd_itakura_0.6,Random_10,0.43202,0.101
Wine,dd_itakura_0.8,Random_10,0.42332,0.101
Wine,dd_sakoe_chiba_0.6,Random_10,0.43202,0.101
Wine,dd_sakoe_chiba_0.8,Random_10,0.42332,0.101
Wine,dd_dtw_0.6,Random_50,0.52213,0.504
Wine,dd_dtw_0.8,Random_50,0.46838,0.504
Wine,dd_fdtw_0.6,Random_50,0.90949,0.504
Wine,dd_fdtw_0.8,Random_50,0.84743,0.504
Wine,dd_itakura_0.6,Random_50,0.50435,0.504
Wine,dd_itakura_0.8,Random_50,0.46838,0.504
Wine,dd_sakoe_chiba_0.6,Random_50,0.52213,0.504
Wine,dd_sakoe_chiba_0.8,Random_50,0.46838,0.504
Wine,dd_dtw_0.6,Random_30,0.50435,0.304
Wine,dd_dtw_0.8,Random_30,0.45059,0.304
Wine,dd_fdtw_0.6,Random_30,0.82846,0.304
Wine,dd_fdtw_0.8,Random_30,0.74862,0.304
Wine,dd_itakura_0.6,Random_30,0.49526,0.304
Wine,dd_itakura_0.8,Random_30,0.45059,0.304
Wine,dd_sakoe_chiba_0.6,Random_30,0.50435,0.304
Wine,dd_sakoe_chiba_0.8,Random_30,0.45059,0.304
Wine,dd_dtw_0.6,LassoSVC,0.45889,0.101
Wine,dd_dtw_0.8,LassoSVC,0.40514,0.0406
Wine,dd_fdtw_0.6,LassoSVC,0.93636,0.82
Wine,dd_fdtw_0.8,LassoSVC,0.883,0.734
Wine,dd_itakura_0.6,LassoSVC,0.46798,0.0992
Wine,dd_itakura_0.8,LassoSVC,0.41423,0.0406
Wine,dd_sakoe_chiba_0.6,LassoSVC,0.45889,0.101
Wine,dd_sakoe_chiba_0.8,LassoSVC,0.40514,0.0406
Wine,dd_dtw_0.6,Tree,0.50435,0.401
Wine,dd_dtw_0.8,Tree,0.45929,0.453
Wine,dd_fdtw_0.6,Tree,0.80988,0.392
Wine,dd_fdtw_0.8,Tree,0.69565,0.414
Wine,dd_itakura_0.6,Tree,0.50435,0.392
Wine,dd_itakura_0.8,Tree,0.47668,0.466
Wine,dd_sakoe_chiba_0.6,Tree,0.50435,0.401
Wine,dd_sakoe_chiba_0.8,Tree,0.45929,0.453
FaceFour,dd_dtw_0.6,Random_10,0.81423,0.1
FaceFour,dd_dtw_0.8,Random_10,0.79565,0.1
FaceFour,dd_fdtw_0.6,Random_10,0.79526,0.1
FaceFour,dd_fdtw_0.8,Random_10,0.83083,0.1
FaceFour,dd_itakura_0.6,Random_10,0.82213,0.1
FaceFour,dd_itakura_0.8,Random_10,0.76798,0.1
FaceFour,dd_sakoe_chiba_0.6,Random_10,0.87589,0.1
FaceFour,dd_sakoe_chiba_0.8,Random_10,0.78617,0.1
FaceFour,dd_dtw_0.6,Random_50,0.91107,0.502
FaceFour,dd_dtw_0.8,Random_50,0.91028,0.502
FaceFour,dd_fdtw_0.6,Random_50,0.94625,0.502
FaceFour,dd_fdtw_0.8,Random_50,0.96443,0.502
FaceFour,dd_itakura_0.6,Random_50,0.91976,0.502
FaceFour,dd_itakura_0.8,Random_50,0.91028,0.502
FaceFour,dd_sakoe_chiba_0.6,Random_50,0.92846,0.502
FaceFour,dd_sakoe_chiba_0.8,Random_50,0.90198,0.502
FaceFour,dd_dtw_0.6,Random_30,0.92016,0.301
FaceFour,dd_dtw_0.8,Random_30,0.90158,0.301
FaceFour,dd_fdtw_0.6,Random_30,0.94664,0.301
FaceFour,dd_fdtw_0.8,Random_30,0.95534,0.301
FaceFour,dd_itakura_0.6,Random_30,0.92885,0.301
FaceFour,dd_itakura_0.8,Random_30,0.92885,0.301
FaceFour,dd_sakoe_chiba_0.6,Random_30,0.94664,0.301
FaceFour,dd_sakoe_chiba_0.8,Random_30,0.92885,0.301
FaceFour,dd_dtw_0.6,LassoSVC,0.95534,0.982
FaceFour,dd_dtw_0.8,LassoSVC,0.93715,0.989
FaceFour,dd_fdtw_0.6,LassoSVC,0.96443,0.973
FaceFour,dd_fdtw_0.8,LassoSVC,0.97352,0.989
FaceFour,dd_itakura_0.6,LassoSVC,0.95534,0.984
FaceFour,dd_itakura_0.8,LassoSVC,0.93715,0.989
FaceFour,dd_sakoe_chiba_0.6,LassoSVC,0.95573,0.978
FaceFour,dd_sakoe_chiba_0.8,LassoSVC,0.94664,0.993
FaceFour,dd_dtw_0.6,Tree,0.88419,0.442
FaceFour,dd_dtw_0.8,Tree,0.91937,0.417
FaceFour,dd_fdtw_0.6,Tree,0.93755,0.449
FaceFour,dd_fdtw_0.8,Tree,0.97352,0.437
FaceFour,dd_itakura_0.6,Tree,0.92806,0.444
FaceFour,dd_itakura_0.8,Tree,0.91028,0.433
FaceFour,dd_sakoe_chiba_0.6,Tree,0.96482,0.451
FaceFour,dd_sakoe_chiba_0.8,Tree,0.92964,0.44
Car,dd_dtw_0.6,Random_10,0.63333,0.104
Car,dd_dtw_0.8,Random_10,0.60833,0.104
Car,dd_fdtw_0.6,Random_10,0.63333,0.104
Car,dd_fdtw_0.8,Random_10,0.74167,0.104
Car,dd_itakura_0.6,Random_10,0.64167,0.104
Car,dd_itakura_0.8,Random_10,0.61667,0.104
Car,dd_sakoe_chiba_0.6,Random_10,0.675,0.104
Car,dd_sakoe_chiba_0.8,Random_10,0.64167,0.104
Car,dd_dtw_0.6,Random_50,0.75833,0.5
Car,dd_dtw_0.8,Random_50,0.74167,0.5
Car,dd_fdtw_0.6,Random_50,0.74167,0.5
Car,dd_fdtw_0.8,Random_50,0.85833,0.5
Car,dd_itakura_0.6,Random_50,0.75,0.5
Car,dd_itakura_0.8,Random_50,0.73333,0.5
Car,dd_sakoe_chiba_0.6,Random_50,0.75,0.5
Car,dd_sakoe_chiba_0.8,Random_50,0.75833,0.5
Car,dd_dtw_0.6,Random_30,0.75,0.302
Car,dd_dtw_0.8,Random_30,0.69167,0.302
Car,dd_fdtw_0.6,Random_30,0.76667,0.302
Car,dd_fdtw_0.8,Random_30,0.84167,0.302
Car,dd_itakura_0.6,Random_30,0.75,0.302
Car,dd_itakura_0.8,Random_30,0.70833,0.302
Car,dd_sakoe_chiba_0.6,Random_30,0.76667,0.302
Car,dd_sakoe_chiba_0.8,Random_30,0.74167,0.302
Car,dd_dtw_0.6,LassoSVC,0.75,0.644
Car,dd_dtw_0.8,LassoSVC,0.75833,0.59
Car,dd_fdtw_0.6,LassoSVC,0.79167,0.99
Car,dd_fdtw_0.8,LassoSVC,0.88333,0.979
Car,dd_itakura_0.6,LassoSVC,0.75,0.633
Car,dd_itakura_0.8,LassoSVC,0.76667,0.592
Car,dd_sakoe_chiba_0.6,LassoSVC,0.74167,0.646
Car,dd_sakoe_chiba_0.8,LassoSVC,0.76667,0.585
Car,dd_dtw_0.6,Tree,0.69167,0.45
Car,dd_dtw_0.8,Tree,0.70833,0.452
Car,dd_fdtw_0.6,Tree,0.725,0.417
Car,dd_fdtw_0.8,Tree,0.81667,0.444
Car,dd_itakura_0.6,Tree,0.7,0.448
Car,dd_itakura_0.8,Tree,0.7,0.454
Car,dd_sakoe_chiba_0.6,Tree,0.73333,0.444
Car,dd_sakoe_chiba_0.8,Tree,0.75833,0.452
Meat,dd_dtw_0.6,Random_10,0.825,0.104
Meat,dd_dtw_0.8,Random_10,0.76667,0.104
Meat,dd_fdtw_0.6,Random_10,0.95,0.104
Meat,dd_fdtw_0.8,Random_10,0.94167,0.104
Meat,dd_itakura_0.6,Random_10,0.825,0.104
Meat,dd_itakura_0.8,Random_10,0.76667,0.104
Meat,dd_sakoe_chiba_0.6,Random_10,0.825,0.104
Meat,dd_sakoe_chiba_0.8,Random_10,0.76667,0.104
Meat,dd_dtw_0.6,Random_50,0.95833,0.5
Meat,dd_dtw_0.8,Random_50,0.88333,0.5
Meat,dd_fdtw_0.6,Random_50,0.975,0.5
Meat,dd_fdtw_0.8,Random_50,0.975,0.5
Meat,dd_itakura_0.6,Random_50,0.95,0.5
Meat,dd_itakura_0.8,Random_50,0.88333,0.5
Meat,dd_sakoe_chiba_0.6,Random_50,0.95833,0.5
Meat,dd_sakoe_chiba_0.8,Random_50,0.88333,0.5
Meat,dd_dtw_0.6,Random_30,0.91667,0.302
Meat,dd_dtw_0.8,Random_30,0.85,0.302
Meat,dd_fdtw_0.6,Random_30,0.96667,0.302
Meat,dd_fdtw_0.8,Random_30,0.95833,0.302
Meat,dd_itakura_0.6,Random_30,0.91667,0.302
Meat,dd_itakura_0.8,Random_30,0.85,0.302
Meat,dd_sakoe_chiba_0.6,Random_30,0.91667,0.302
Meat,dd_sakoe_chiba_0.8,Random_30,0.85,0.302
Meat,dd_dtw_0.6,LassoSVC,0.95,0.146
Meat,dd_dtw_0.8,LassoSVC,0.83333,0.169
Meat,dd_fdtw_0.6,LassoSVC,0.98333,0.602
Meat,dd_fdtw_0.8,LassoSVC,0.975,0.679
Meat,dd_itakura_0.6,LassoSVC,0.95,0.146
Meat,dd_itakura_0.8,LassoSVC,0.84167,0.169
Meat,dd_sakoe_chiba_0.6,LassoSVC,0.95,0.142
Meat,dd_sakoe_chiba_0.8,LassoSVC,0.83333,0.169
Meat,dd_dtw_0.6,Tree,0.95833,0.415
Meat,dd_dtw_0.8,Tree,0.9,0.444
Meat,dd_fdtw_0.6,Tree,0.975,0.435
Meat,dd_fdtw_0.8,Tree,0.98333,0.463
Meat,dd_itakura_0.6,Tree,0.94167,0.429
Meat,dd_itakura_0.8,Tree,0.89167,0.433
Meat,dd_sakoe_chiba_0.6,Tree,0.95833,0.415
Meat,dd_sakoe_chiba_0.8,Tree,0.9,0.438
Lightning2,dd_dtw_0.6,Random_10,0.62033,0.103
Lightning2,dd_dtw_0.8,Random_10,0.54633,0.103
Lightning2,dd_fdtw_0.6,Random_10,0.56133,0.103
Lightning2,dd_fdtw_0.8,Random_10,0.545,0.103
Lightning2,dd_itakura_0.6,Random_10,0.58667,0.103
Lightning2,dd_itakura_0.8,Random_10,0.603,0.103
Lightning2,dd_sakoe_chiba_0.6,Random_10,0.553,0.103
Lightning2,dd_sakoe_chiba_0.8,Random_10,0.59433,0.103
Lightning2,dd_dtw_0.6,Random_50,0.61233,0.504
Lightning2,dd_dtw_0.8,Random_50,0.58733,0.504
Lightning2,dd_fdtw_0.6,Random_50,0.62,0.504
Lightning2,dd_fdtw_0.8,Random_50,0.66233,0.504
Lightning2,dd_itakura_0.6,Random_50,0.67,0.504
Lightning2,dd_itakura_0.8,Random_50,0.66167,0.504
Lightning2,dd_sakoe_chiba_0.6,Random_50,0.761,0.504
Lightning2,dd_sakoe_chiba_0.8,Random_50,0.73633,0.504
Lightning2,dd_dtw_0.6,Random_30,0.654,0.308
Lightning2,dd_dtw_0.8,Random_30,0.645,0.308
Lightning2,dd_fdtw_0.6,Random_30,0.65333,0.308
Lightning2,dd_fdtw_0.8,Random_30,0.654,0.308
Lightning2,dd_itakura_0.6,Random_30,0.60333,0.308
Lightning2,dd_itakura_0.8,Random_30,0.64533,0.308
Lightning2,dd_sakoe_chiba_0.6,Random_30,0.55467,0.308
Lightning2,dd_sakoe_chiba_0.8,Random_30,0.59333,0.308
Lightning2,dd_dtw_0.6,LassoSVC,0.75367,0.899
Lightning2,dd_dtw_0.8,LassoSVC,0.73633,0.944
Lightning2,dd_fdtw_0.6,LassoSVC,0.686,0.981
Lightning2,dd_fdtw_0.8,LassoSVC,0.71933,0.988
Lightning2,dd_itakura_0.6,LassoSVC,0.77,0.889
Lightning2,dd_itakura_0.8,LassoSVC,0.728,0.944
Lightning2,dd_sakoe_chiba_0.6,LassoSVC,0.72767,0.917
Lightning2,dd_sakoe_chiba_0.8,LassoSVC,0.73567,0.94
Lightning2,dd_dtw_0.6,Tree,0.72867,0.459
Lightning2,dd_dtw_0.8,Tree,0.67767,0.461
Lightning2,dd_fdtw_0.6,Tree,0.678,0.372
Lightning2,dd_fdtw_0.8,Tree,0.62133,0.378
Lightning2,dd_itakura_0.6,Tree,0.67767,0.44
Lightning2,dd_itakura_0.8,Tree,0.71167,0.452
Lightning2,dd_sakoe_chiba_0.6,Tree,0.72733,0.455
Lightning2,dd_sakoe_chiba_0.8,Tree,0.712,0.469
Herring,dd_dtw_0.6,Random_10,0.608,0.107
Herring,dd_dtw_0.8,Random_10,0.59292,0.107
Herring,dd_fdtw_0.6,Random_10,0.63292,0.107
Herring,dd_fdtw_0.8,Random_10,0.56092,0.107
Herring,dd_itakura_0.6,Random_10,0.608,0.107
Herring,dd_itakura_0.8,Random_10,0.59292,0.107
Herring,dd_sakoe_chiba_0.6,Random_10,0.58492,0.107
Herring,dd_sakoe_chiba_0.8,Random_10,0.57754,0.107
Herring,dd_dtw_0.6,Random_50,0.60862,0.502
Herring,dd_dtw_0.8,Random_50,0.60092,0.502
Herring,dd_fdtw_0.6,Random_50,0.608,0.502
Herring,dd_fdtw_0.8,Random_50,0.63169,0.502
Herring,dd_itakura_0.6,Random_50,0.60862,0.502
Herring,dd_itakura_0.8,Random_50,0.60092,0.502
Herring,dd_sakoe_chiba_0.6,Random_50,0.60062,0.502
Herring,dd_sakoe_chiba_0.8,Random_50,0.60092,0.502
Herring,dd_dtw_0.6,Random_30,0.60092,0.303
Herring,dd_dtw_0.8,Random_30,0.60862,0.303
Herring,dd_fdtw_0.6,Random_30,0.58615,0.303
Herring,dd_fdtw_0.8,Random_30,0.60892,0.303
Herring,dd_itakura_0.6,Random_30,0.60092,0.303
Herring,dd_itakura_0.8,Random_30,0.60862,0.303
Herring,dd_sakoe_chiba_0.6,Random_30,0.60892,0.303
Herring,dd_sakoe_chiba_0.8,Random_30,0.61662,0.303
Herring,dd_dtw_0.6,LassoSVC,0.61662,0.242
Herring,dd_dtw_0.8,LassoSVC,0.60862,0.137
Herring,dd_fdtw_0.6,LassoSVC,0.67108,0.908
Herring,dd_fdtw_0.8,LassoSVC,0.70215,0.891
Herring,dd_itakura_0.6,LassoSVC,0.62431,0.238
Herring,dd_itakura_0.8,LassoSVC,0.61631,0.137
Herring,dd_sakoe_chiba_0.6,LassoSVC,0.61692,0.205
Herring,dd_sakoe_chiba_0.8,LassoSVC,0.62431,0.143
Herring,dd_dtw_0.6,Tree,0.60954,0.424
Herring,dd_dtw_0.8,Tree,0.60862,0.404
Herring,dd_fdtw_0.6,Tree,0.59262,0.412
Herring,dd_fdtw_0.8,Tree,0.59262,0.42
Herring,dd_itakura_0.6,Tree,0.58492,0.43
Herring,dd_itakura_0.8,Tree,0.62431,0.416
Herring,dd_sakoe_chiba_0.6,Tree,0.64031,0.43
Herring,dd_sakoe_chiba_0.8,Tree,0.62431,0.428
Lightning7,dd_dtw_0.6,Random_10,0.54507,0.105
Lightning7,dd_dtw_0.8,Random_10,0.49631,0.105
Lightning7,dd_fdtw_0.6,Random_10,0.66527,0.105
Lightning7,dd_fdtw_0.8,Random_10,0.51847,0.105
Lightning7,dd_itakura_0.6,Random_10,0.58079,0.105
Lightning7,dd_itakura_0.8,Random_10,0.54483,0.105
Lightning7,dd_sakoe_chiba_0.6,Random_10,0.54557,0.105
